Title     : MicroConf Remote 2020
[205:23.76]  we we put a 1.0.2 bug release version
[205:27.36]  or update into the app store in the
[205:29.44]  apple app store a few days later
[205:31.44]  and apple rejected it and they rejected
[205:33.76]  it even though
[205:34.56]  nothing materially changed they rejected
[205:36.48]  on the ground that we weren't giving
[205:37.68]  them 30 percent of our revenue
[205:39.76]  because we were selling a subscription
[205:41.04]  service and somehow that slipped by the
[205:42.96]  reviewers in the first place is
[205:44.32]  what apple claimed um and so we got in
[205:46.56]  this battle with apple basically apple
[205:47.92]  said you have to give us 30
[205:49.28]  of your revenues and we said we're not
[205:50.56]  giving you 30 of our revenues
[205:52.56]  um and they gave us some other things
[205:54.56]  and this basically kind of blew up in
[205:55.60]  the press we went to the press over
[205:56.96]  because it was a strong arm tactic by
[205:58.80]  apple
[205:59.84]  to extract 30 percent of our business
[206:02.96]  which they are not entitled to um the
[206:05.92]  problem is that on ios of course
[206:07.44]  everybody knows you don't have choice so
[206:09.52]  we can't sell we can't even mention that
[206:12.24]  we can sell our product some other way
[206:13.76]  we can't mention billing we can't
[206:15.20]  mention credit cards we can't mention
[206:16.64]  sign up can't mention all these things
[206:18.08]  and we didn't mention any of those
[206:19.12]  things
[206:19.92]  long story short is um we got into a big
[206:22.16]  public uh
[206:23.36]  battle with apple over this um it was
[206:26.00]  all over the press for about a week
[206:28.24]  and um we we didn't give in on terms of
[206:30.32]  the 30 we're not paying them 30 percent
[206:32.40]  but what we did eventually come to terms
[206:34.08]  with with them over was um
[206:36.32]  we introduced a slightly well free
[206:38.40]  version uh of hey that's available on
[206:40.72]  ios
[206:41.60]  which is a slightly different version
[206:43.04]  from our main product and if you still
[206:44.96]  want to buy hey
[206:46.16]  the full version you still go to hey.com
[206:48.00]  and you buy it there
[206:49.28]  but at least when you load the app up
[206:51.44]  there's something that you can sign up
[206:52.72]  for
[206:53.36]  that doesn't require visiting our
[206:55.28]  website so it turned out that apple was
[206:57.84]  comfortable with that we're still not
[207:00.24]  giving them 30
[207:00.96]  of our revenue um but they were
[207:02.64]  comfortable with at least the app doing
[207:04.40]  something on
[207:05.04]  on launch um but the the bigger thing
[207:08.00]  here is not
[207:09.12]  there's a few things going on so there's
[207:10.56]  the 30 which of course i think is just
[207:13.12]  you know uh usury it's it's it's unfair
[207:16.40]  it's too it's too much
[207:17.36]  first of all but it's deeper than that
[207:19.12]  and this is i think will resonate with
[207:20.40]  with people who are who are
[207:21.52]  watching this who are entrepreneurs
[207:22.80]  which is that i do not believe
[207:25.60]  that a company any company should be
[207:27.52]  able to tell me how i
[207:28.80]  can service and treat my customers one
[207:31.20]  of the big
[207:31.84]  unknown things about the app store is
[207:34.00]  that when
[207:34.88]  if you use the in-app payment system
[207:36.80]  that apple requires you to use if you
[207:39.04]  sell products through apple
[207:40.80]  is that you cannot provide your
[207:42.24]  customers a certain level of customer
[207:43.68]  service if you have a billing issue you
[207:45.12]  have to defer them to apple
[207:46.64]  if you want to give them a discount you
[207:48.16]  can't if you want to give them half off
[207:49.92]  you can't
[207:50.72]  if you want to give them a hardship
[207:51.84]  discount you can't for example
[207:54.16]  when covid first hit a lot of our
[207:56.16]  customers on base camp wrote us saying
[207:57.60]  hey we're small businesses this is
[207:58.88]  really going to get take a big hit this
[208:00.16]  is really hard for us we said
[208:01.44]  we'll give you a couple months free
[208:02.56]  don't worry about it like we'll help you
[208:03.84]  out we're here to help you
[208:04.96]  you can't do that once you've given your
[208:06.64]  customer to apple because you're not in
[208:08.00]  control of the billing system
[208:09.44]  so now i have two tiers of customers i
[208:11.12]  have the customers i can really help the
[208:12.48]  way i want to help them
[208:13.68]  and i have the customers have to say
[208:14.88]  well you got to go talk to apple and by
[208:16.48]  the way apple's not going to be able to
[208:17.52]  help you because that's not what the
[208:18.40]  business apple's in
[208:20.32]  it's not apple's right to be able to do
[208:23.12]  that to me
[208:24.40]  they're a one trillion dollar company
[208:26.16]  why should they tell me how i can
[208:27.60]  provide service to my customers it's
[208:29.12]  completely
[208:30.08]  abhorrent to me and i'm not going to
[208:31.84]  give in to that so that was another big
[208:33.28]  big angle that we pushed all this
[208:34.56]  forward and out there and a lot of
[208:35.68]  people started to pay attention and saw
[208:37.28]  people came out of the woodwork saying
[208:39.28]  apple's been doing this to us for years
[208:41.04]  apple's been pushing us and bullying us
[208:42.48]  for years and i think it created a
[208:43.76]  groundswell of of um
[208:46.64]  of interest and excitement and then you
[208:48.40]  know apple changed the rules at wwc
[208:50.80]  the following week um hopefully
[208:52.80]  influenced a little bit by what we did
[208:55.20]  and hopefully over time they'll change
[208:56.64]  them more and more and more and give
[208:57.84]  developers choice
[208:59.52]  i can go into more detail but i want to
[209:00.88]  take over all the time but that's kind
[209:02.64]  of
[209:02.88]  how that happened yeah bravo yeah thank
[209:05.60]  you sir
[209:06.08]  good explanation um completely another
[209:09.20]  direction we have a question from
[209:10.72]  wang von and he says is hey using ruby
[209:13.68]  on the back end
[209:15.36]  oh yes all of our products are built on
[209:17.28]  on rails
[209:18.48]  um so yep hey base camp high rise
[209:21.76]  campfire backpack everything
[209:23.36]  from this point back forward or four or
[209:25.52]  backwards and forwards is built on rails
[209:27.36]  there's other technologies we're using
[209:28.72]  as well but
[209:29.52]  rails rails is the predominant uh
[209:31.84]  language behind everything
[209:33.68]  yep or framework um
[209:40.48]  ah i'm trying to figure out if i
[209:42.16]  understand this question it's from
[209:43.20]  adrian fletcher
[209:44.56]  and it says what features were basecamp
[209:46.96]  slash hey employees really upset to
[209:49.44]  ignore or miss out on
[209:50.88]  in order to launch the service so i
[209:52.96]  think what he's asking is what did you
[209:54.32]  leave out of hay
[209:55.76]  that maybe team members really wanted to
[209:57.84]  be in there but you you just
[210:02.00]  many things here's the thing about a 1.0
[210:05.20]  version 1.0 of anything is not
[210:08.64]  all your ideas it's not the best version
[210:11.28]  it's not everything you've ever wanted
[210:12.88]  to do
[210:13.68]  it's simply what made the cut and there
[210:17.12]  are so many things that didn't make the
[210:18.96]  cut
[210:19.76]  that will add in subsequent releases
[210:22.16]  we've already added some we'll be adding
[210:23.60]  more and more down the road we're
[210:24.80]  currently working on hey for work which
[210:26.40]  will allow companies to use hay
[210:28.48]  and all the employees to use hey
[210:29.92]  together um and host your your company's
[210:32.24]  email on that so we're working on that
[210:33.52]  right now
[210:34.32]  um there are so many things um one of
[210:36.32]  the features that didn't make it
[210:38.24]  that i really liked was simply a feature
[210:39.92]  called waiting on
[210:41.68]  sometimes you send an email to somebody
[210:44.00]  and you're waiting on a reply from them
[210:46.80]  and so we had this feature we built the
[210:48.72]  feature early on where you'd you'd mark
[210:50.56]  something waiting on and it would put it
[210:52.00]  into a separate pile so you can keep
[210:53.44]  track of the things that you really know
[210:54.72]  you need to hear back from someone about
[210:56.72]  so you can see you can go to that list
[210:58.80]  later and go oh yeah these are the six
[211:00.24]  things that i really need to get
[211:01.52]  answers back from and then the system
[211:03.36]  could potentially send
[211:04.56]  out a nag or something to the other
[211:06.56]  person saying hey jason really needs to
[211:08.00]  hear about this or whatever
[211:10.88]  as we started using it we didn't build
[211:13.12]  the whole feature we just built
[211:14.96]  basically the way to flag something is
[211:16.56]  waiting on and it didn't have enough
[211:19.12]  bite there wasn't enough value in it
[211:21.76]  without
[211:22.56]  kind of completing the whole idea which
[211:24.24]  is like the the additional system
[211:26.16]  going out and helping you out by
[211:27.68]  reminding the other person that you need
[211:29.04]  something by a certain time
[211:30.56]  so since we didn't build the whole thing
[211:31.92]  we decided to hold it back
[211:33.60]  so we didn't build sort of a half-assed
[211:35.52]  piece of software so we held that back
[211:37.68]  there's a lot of things like that that
[211:39.92]  we that we held back that weren't fully
